text,label,prediction,prediction_proba
when i heard at the close of the day how my name had been receiv'd with plaudits in the capitol still it was not a happy night for me that follow'd and else when i carous'd or when my plans were accomplish'd still i was not happy but the day when i rose at dawn from the bed of perfect health refresh'd singing inhaling the ripe breath of autumn when i saw the full moon in the west grow pale and disappear in the morning light when i wander'd alone over the beach and undressing bathed laughing with the cool waters and saw the sun rise and when i thought how my dear friend my lover was on his way coming o then i was happy o then each breath tasted sweeter and all that day my food nourish'd me more and the beautiful day pass'd well and the next came with equal joy and with the next at evening came my friend and that night while all was still i heard the waters roll slowly continually up the shores i heard the hissing rustle of the liquid and sands as directed to me whispering to congratulate me for the one i love most lay sleeping by me under the same cover in the cool night in the stillness in the autumn moonbeams his face was inclined toward me and his arm lay lightly around my breast -- and that night i was happy,0,0,4.5252606e-09
i thought it my duty said he independent of my feelings to give her the option of continuing the engagement or not when i was renounced by my mother and stood to all appearance without a friend in the world to assist me in such a situation as that where there seemed nothing to tempt the avarice or the vanity of any living creature how could i suppose when she so earnestly so warmly insisted on sharing my fate whatever it might be that any thing but the most disinterested affection was her inducement and even now i cannot comprehend on what motive she acted or what fancied advantage it could be to her to be fettered to a man for whom she had not the smallest regard and who had only two thousand pounds in the world she could not foresee that colonel brandon would give me a living,1,1,1.0
very true very true what miss anne says is very true was mr shepherd's rejoinder and oh certainly was his daughter's but sir walter's remark was soon afterwards --,1,1,1.0
'in that case ' said the dodo solemnly rising to its feet 'i move that the meeting adjourn for the immediate adoption of more energetic remedies -- ',0,0,6.8855788e-09
and before the others could appreciate his intention he snatched up the dagger sprang at the other door at the lower end of the passage burst it open bolt and all and confronted bruno in his dressing-room as he did so old parkinson tottered in his wavering way out of the door and caught sight of the corpse lying in the passage he moved shakily towards it looked at it weakly with a working face then moved shakily back into the dressing-room again and sat down suddenly on one of the richly cushioned chairs father brown instantly ran across to him taking no notice of cutler and the colossal actor though the room already rang with their blows and they began to struggle for the dagger seymour who retained some practical sense was whistling for the police at the end of the passage,0,0,4.560353e-09
you can get up to date donation information online at,0,1,0.9995309
we will write the letter we were talking of harville now if you will give me materials,1,1,0.98884773
marianne had left the room before the conversation began,1,1,1.0
oh cried miss steele looking significantly round at them i dare say lucy's beau is quite as modest and pretty behaved as miss dashwood's,1,1,1.0
i too following many and follow'd by many inaugurate a religion i descend into the arena it may be i am destin'd to utter the loudest cries there the winner's pealing shouts who knows they may rise from me yet and soar above every thing,0,0,5.8987526e-10
how horrid all this is said he such weather makes every thing and every body disgusting dullness is as much produced within doors as without by rain it makes one detest all one's acquaintance what the devil does sir john mean by not having a billiard room in his house how few people know what comfort is sir john is as stupid as the weather,1,1,0.9999995
if it depended only on my inclination ma'am the party at home excepting on mary's account would not be the smallest impediment i have no pleasure in the sort of meeting and should be too happy to change it for a play and with you but it had better not be attempted perhaps she had spoken it but she trembled when it was done conscious that her words were listened to and daring not even to try to observe their effect,1,1,0.99999976
emma demurred it would be a crowd -- a sad crowd and what could be worse than dancing without space to turn in,1,1,0.9999989
when the ladies returned to the drawing-room after dinner emma found it hardly possible to prevent their making two distinct parties -- with so much perseverance in judging and behaving ill did mrs elton engross jane fairfax and slight herself she and mrs weston were obliged to be almost always either talking together or silent together mrs elton left them no choice if jane repressed her for a little time she soon began again and though much that passed between them was in a half-whisper especially on mrs elton's side there was no avoiding a knowledge of their principal subjects the post-office -- catching cold -- fetching letters -- and friendship were long under discussion and to them succeeded one which must be at least equally unpleasant to jane -- inquiries whether she had yet heard of any situation likely to suit her and professions of mrs elton's meditated activity,1,1,1.0
her sensations on the discovery made her perfectly speechless she could not even thank him she could only hang over little charles with most disordered feelings his kindness in stepping forward to her relief the manner the silence in which it had passed the little particulars of the circumstance with the conviction soon forced on her by the noise he was studiously making with the child that he meant to avoid hearing her thanks and rather sought to testify that her conversation was the last of his wants produced such a confusion of varying but very painful agitation as she could not recover from till enabled by the entrance of mary and the miss musgroves to make over her little patient to their cares and leave the room she could not stay it might have been an opportunity of watching the loves and jealousies of the four -- they were now altogether but she could stay for none of it it was evident that charles hayter was not well inclined towards captain wentworth she had a strong impression of his having said in a vext tone of voice after captain wentworth's interference you ought to have minded me walter i told you not to teaze your aunt and could comprehend his regretting that captain wentworth should do what he ought to have done himself but neither charles hayter's feelings nor anybody's feelings could interest her till she had a little better arranged her own she was ashamed of herself quite ashamed of being so nervous so overcome by such a trifle but so it was and it required a long application of solitude and reflection to recover her,1,1,0.9999999
7 here is the efflux of the soul the efflux of the soul comes from within through embower'd gates ever provoking questions these yearnings why are they these thoughts in the darkness why are they why are there men and women that while they are nigh me the sunlight expands my blood why when they leave me do my pennants of joy sink flat and lank why are there trees i never walk under but large and melodious thoughts descend upon me i think they hang there winter and summer on those trees and always drop fruit as i pass what is it i interchange so suddenly with strangers what with some driver as i ride on the seat by his side what with some fisherman drawing his seine by the shore as i walk by and pause what gives me to be free to a woman's and man's good-will what gives them to be free to mine,0,0,8.380712e-11
her friend was not in better spirits than herself lady russell felt this break-up of the family exceedingly their respectability was as dear to her as her own and a daily intercourse had become precious by habit it was painful to look upon their deserted grounds and still worse to anticipate the new hands they were to fall into and to escape the solitariness and the melancholy of so altered a village and be out of the way when admiral and mrs croft first arrived she had determined to make her own absence from home begin when she must give up anne accordingly their removal was made together and anne was set down at uppercross cottage in the first stage of lady russell's journey,1,1,1.0
ham what is he whose griefes beares such an emphasis whose phrase of sorrow coniure the wandring starres and makes them stand like wonder-wounded hearers this is i hamlet the dane,0,0,1.0414558e-10
to be sure it is and indeed it strikes me that they can want no addition at all they will have ten thousand pounds divided amongst them if they marry they will be sure of doing well and if they do not they may all live very comfortably together on the interest of ten thousand pounds,1,1,0.99999964
ham whose was it clo a whoreson mad fellowes it was whose doe you thinke it was ham nay i know not,0,0,4.8758317e-09
lord anne cried her sister you can talk of nothing but beaux -- you will make miss dashwood believe you think of nothing else and then to turn the discourse she began admiring the house and the furniture,1,1,1.0
yes cried turnbull advancing on him swiftly and with animated gestures why does teething hurt why do growing pains hurt why are measles catching why does a rose have thorns why do rhinoceroses have horns why is the horn on the top of the nose why haven't i a horn on the top of my nose eh and he struck the bridge of his nose smartly with his forefinger to indicate the place of the omission and then wagged the finger menacingly at the creator,0,0,2.2786722e-08
yes and miss atkinson who dined with him once at the wallises says he is the most agreeable man she ever was in company with,1,1,0.9999995
some states do not allow disclaimers of implied warranties or the exclusion or limitation of consequential damages so the above disclaimers and exclusions may not apply to you and you may have other legal rights,0,0,0.0004441187
it is too much oh willoughby willoughby could this be yours cruel cruel -- nothing can acquit you elinor nothing can whatever he might have heard against me -- ought he not to have suspended his belief ought he not to have told me of it to have given me the power of clearing myself 'the lock of hair repeating it from the letter which you so obligingly bestowed on me' -- that is unpardonable willoughby where was your heart when you wrote those words oh barbarously insolent -- elinor can he be justified,1,1,1.0
just then her head struck against the roof of the hall in fact she was now more than nine feet high and she at once took up the little golden key and hurried off to the garden door,0,0,1.3505572e-09
and vanish together as you see she retorted well if you are not going to bother about the burglar i shouldn't bother about the lunch it's sunday and we can't send for vinegar and all that in the town and you indian gentlemen can't enjoy what you call a dinner without a lot of hot things i wish to goodness now you hadn't asked cousin oliver to take me to the musical service it isn't over till half-past twelve and the colonel has to leave by then i don't believe you men can manage alone,0,0,5.3757354e-09
how now what newes mes letters my lord from hamlet this to your maiesty this to the queene,0,0,2.8176483e-10
he looked at her as if wanting to read her thoughts she hardly knew what to say it seemed like the forerunner of something absolutely serious which she did not wish forcing herself to speak therefore in the hope of putting it by she calmly said,1,1,1.0
she smiled her acceptance and nothing less than a summons from richmond was to take him back before the following evening,1,0,0.37287104
'i'm afraid i can't put it more clearly ' alice replied very politely 'for i can't understand it myself to begin with and being so many different sizes in a day is very confusing ',0,0,1.4681706e-09
now you know the truth he answered with hard eyes i am a cad who has played a crooked trick on a quiet village and a decent woman for a private reason of his own i might have played it successfully on any other woman i have hit the one woman on whom it cannot be played it's just like my damned luck the plain truth is and here when he came to the plain truth he boggled and blundered as evan had done in telling it to the girl in the motor-car,0,0,3.5025094e-10
down-hearted doubters dull and excluded frivolous sullen moping angry affected dishearten'd atheistical i know every one of you i know the sea of torment doubt despair and unbelief,0,0,1.2189629e-06
will you speak before i am gone will you prove already too late,0,1,0.99993086
pol at such a time ile loose my daughter to him be you and i behinde an arras then marke the encounter if he loue her not and be not from his reason falne thereon let me be no assistant for a state and keepe a farme and carters,0,0,6.0917943e-10
when they had driven half a mile farther a big shadow was flung across the path followed by its bulky owner who eyed the car critically but let it pass the silver moonlight picked out a piece or two of pewter ornament on his blue uniform and as they went by they knew it was a sergeant of police three hundred yards farther on another policeman stepped out into the road as if to stop them then seemed to doubt his own authority and stepped back again the girl was a daughter of the rich and this police suspicion under which all the poor live day and night stung her for the first time into speech,0,0,1.5112461e-09
very good humoured unaffected girls indeed said mrs croft in a tone of calmer praise such as made anne suspect that her keener powers might not consider either of them as quite worthy of her brother and a very respectable family one could not be connected with better people my dear admiral that post we shall certainly take that post,1,1,1.0
he and i should differ very little in our estimation of the two interrupted she with a sort of serious smile -- much less perhaps than he is aware of if we could enter without ceremony or reserve on the subject,1,1,0.99999964
boy lucius fast asleepe it is no matter enioy the hony-heauy-dew of slumber thou hast no figures nor no fantasies which busie care drawes in the braines of men therefore thou sleep'st so sound enter portia,0,0,4.115266e-11
look here said lord pooley i've taken a considerable responsibility on your bare word i think you ought to tell me more about this,0,0,2.6404576e-09
yes you do answered turnbull you follow me slap into the inn-parlour i repeat this is a case for beer we must have the whole of this matter out thoroughly before we go a step farther do you know that an idea has just struck me of great simplicity and of some cogency do not by any means let us drop our intentions of settling our differences with two steel swords but do you not think that with two pewter pots we might do what we really have never thought of doing yet -- discover what our difference is,0,0,6.0067024e-10
many were the tears shed by them in their last adieus to a place so much beloved dear dear norland said marianne as she wandered alone before the house on the last evening of their being there when shall i cease to regret you -- when learn to feel a home elsewhere -- oh happy house could you know what i suffer in now viewing you from this spot from whence perhaps i may view you no more -- and you ye well-known trees -- but you will continue the same -- no leaf will decay because we are removed nor any branch become motionless although we can observe you no longer -- no you will continue the same unconscious of the pleasure or the regret you occasion and insensible of any change in those who walk under your shade -- but who will remain to enjoy you,1,1,0.9999958
it will not be in my power to accept their invitation if they do,1,1,0.9999974
mr nutt of the daily reformer wrote some highly incongruous words across the top of the copy made some highly mysterious marks down the side of it and called to miss barlow in the same loud monotonous voice take down a letter to mr finn,0,0,2.708002e-07
even in that close den perpetually filled with the din of knives plates cans clamorous voices sudden struggles and stampedes there was something homeric in syme's mirth which made many half-drunken men look round,0,0,1.2204573e-09
i am king edward vii he said with shaky arrogance do you doubt my word,0,0,2.014982e-07
twas a bold act then -- the english war-ships had just arrived we could watch down the lower bay where they lay at anchor and the transports swarming with soldiers,0,0,4.1926524e-09
mes let me endure your wrath if't be not so within this three mile may you see it comming i say a mouing groue,0,0,4.144568e-05
fool come out and save yourself shouted turnbull,0,0,3.264123e-11
i shan't inflict any penance said the clerical gentleman collecting his heavy hat and umbrella with an air of some amusement quite the contrary i came here specially to let you off the little penance which would otherwise have followed your little offence,0,0,1.2306882e-10
i do not think he is conceited either in general said harriet her conscience opposing such censure at least he is very good natured and i shall always feel much obliged to him and have a great regard for -- but that is quite a different thing from -- and you know though he may like me it does not follow that i should -- and certainly i must confess that since my visiting here i have seen people -- and if one comes to compare them person and manners there is no comparison at all one is so very handsome and agreeable however i do really think mr martin a very amiable young man and have a great opinion of him and his being so much attached to me -- and his writing such a letter -- but as to leaving you it is what i would not do upon any consideration,1,1,1.0
mrs bates and mrs elton were together miss bates was out which accounted for the previous tranquillity emma could have wished mrs elton elsewhere but she was in a humour to have patience with every body and as mrs elton met her with unusual graciousness she hoped the rencontre would do them no harm,1,1,1.0
are you sure said turnbull sitting up and rubbing his red eyebrows with his hand,0,0,6.0918287e-10
the other man was not so tall yet would have struck nobody as short but merely as strong and handsome his hair also was curly but fair and cropped close to a strong massive head -- the sort of head you break a door with as chaucer said of the miller's his military moustache and the carriage of his shoulders showed him a soldier but he had a pair of those peculiar frank and piercing blue eyes which are more common in sailors his face was somewhat square his jaw was square his shoulders were square even his jacket was square indeed in the wild school of caricature then current mr max beerbohm had represented him as a proposition in the fourth book of euclid,0,0,1.2227926e-08
lady my hands are of your colour but i shame to weare a heart so white,0,0,5.5594942e-08
the other did not answer but his silence seemed somehow solid as assent and macian went on conversationally neither noticed that both had instinctively stood still before the sign of the fixed and standing sword,0,0,6.178182e-11
the visit of the miss steeles at barton park was lengthened far beyond what the first invitation implied their favour increased they could not be spared sir john would not hear of their going and in spite of their numerous and long arranged engagements in exeter in spite of the absolute necessity of returning to fulfill them immediately which was in full force at the end of every week they were prevailed on to stay nearly two months at the park and to assist in the due celebration of that festival which requires a more than ordinary share of private balls and large dinners to proclaim its importance,1,1,0.99999964
what do you mean asked syme does he live over there then,0,0,1.8068144e-09
elinor heard all this with attention and surprise and who was this uncle where did he live how came they acquainted she wished very much to have the subject continued though she did not chuse to join in it herself but nothing more of it was said and for the first time in her life she thought mrs jennings deficient either in curiosity after petty information or in a disposition to communicate it the manner in which miss steele had spoken of edward increased her curiosity for it struck her as being rather ill-natured and suggested the suspicion of that lady's knowing or fancying herself to know something to his disadvantage -- but her curiosity was unavailing for no farther notice was taken of mr ferrars's name by miss steele when alluded to or even openly mentioned by sir john,1,1,1.0
passage to you your shores ye aged fierce enigmas passage to you to mastership of you ye strangling problems you strew'd with the wrecks of skeletons that living never reach'd you,0,0,2.5094454e-10
very sorry sir said the cabman but i'd like to know it was all right might i arst where you come from sir,0,0,3.9927155e-08
o the orator's joys to inflate the chest to roll the thunder of the voice out from the ribs and throat to make the people rage weep hate desire with yourself to lead america -- to quell america with a great tongue,0,0,1.9886544e-11
without further parley he led the way through several by-ways until they came out into the flare and clamour of the east india dock road the professor who seemed to know his way about the neighbourhood proceeded to a place where the line of lighted shops fell back into a sort of abrupt twilight and quiet in which an old white inn all out of repair stood back some twenty feet from the road,0,0,3.669681e-10
candidates murmured sunday are only required to answer eight out of the seventeen questions on the paper as far as i can make out you want me to tell you what i am and what you are and what this table is and what this council is and what this world is for all i know well i will go so far as to rend the veil of one mystery if you want to know what you are you are a set of highly well-intentioned young jackasses,0,0,4.1439233e-07
nature is older than the carstairs collection as i ran down the streets to the sea the coin clenched tight in my fist i felt all the roman empire on my back as well as the carstairs pedigree it was not only the old lion argent that was roaring in my ear but all the eagles of the caesars seemed flapping and screaming in pursuit of me and yet my heart rose higher and higher like a child's kite until i came over the loose dry sand-hills and to the flat wet sands where philip stood already up to his ankles in the shallow shining water some hundred yards out to sea there was a great red sunset and the long stretch of low water hardly rising over the ankle for half a mile was like a lake of ruby flame it was not till i had torn off my shoes and stockings and waded to where he stood which was well away from the dry land that i turned and looked round we were quite alone in a circle of sea-water and wet sand and i gave him the head of caesar,0,0,6.44174e-11
what think you i take my pen in hand to record the battle-ship perfect-model'd majestic that i saw pass the offing to-day under full sail the splendors of the past day or the splendor of the night that envelops me or the vaunted glory and growth of the great city spread around me -- no but merely of two simple men i saw to-day on the pier in the midst of the crowd parting the parting of dear friends the one to remain hung on the other's neck and passionately kiss'd him while the one to depart tightly prest the one to remain in his arms,0,0,4.3397987e-09
what can you mean by all this cried syme they can't be running the real world in that way surely not many working men are anarchists and surely if they were mere mobs could not beat modern armies and police,0,0,9.1277146e-11
luc o yong and noble cato art thou downe why now thou dyest as brauely as titinius and may'st be honour'd being cato's sonne,0,0,2.1885224e-10
'oh i beg your pardon ' she exclaimed in a tone of great dismay and began picking them up again as quickly as she could for the accident of the goldfish kept running in her head and she had a vague sort of idea that they must be collected at once and put back into the jury-box or they would die,0,0,1.7429048e-08
how solemn as one by one as the ranks returning worn and sweaty as the men file by where stand as the faces the masks appear as i glance at the faces studying the masks as i glance upward out of this page studying you dear friend whoever you are how solemn the thought of my whispering soul to each in the ranks and to you i see behind each mask that wonder a kindred soul o the bullet could never kill what you really are dear friend nor the bayonet stab what you really are the soul yourself i see great as any good as the best waiting secure and content which the bullet could never kill nor the bayonet stab o friend,0,0,4.1201847e-10
oh cried elizabeth i have been rather too much used to the game to be soon overcome by a gentleman's hints however when i found how excessively he was regretting that he should miss my father this morning i gave way immediately for i would never really omit an opportunity of bring him and sir walter together they appear to so much advantage in company with each other each behaving so pleasantly mr elliot looking up with so much respect,1,1,1.0
they were by no means tired of wondering and admiring and not even louisa seemed to feel that they had parted with captain wentworth long when they saw him coming after them with three companions all well known already by description to be captain and mrs harville and a captain benwick who was staying with them,1,1,1.0
'but i don't want to go among mad people ' alice remarked,0,0,2.2849838e-11
he wanted her to look up and smile and having now brought herself not to smile too broadly -- she did -- cheerfully answering,1,1,0.99999857
it is a great pity that their circumstances should be so confined a great pity indeed and i have often wished -- but it is so little one can venture to do -- small trifling presents of any thing uncommon -- now we have killed a porker and emma thinks of sending them a loin or a leg it is very small and delicate -- hartfield pork is not like any other pork -- but still it is pork -- and my dear emma unless one could be sure of their making it into steaks nicely fried as ours are fried without the smallest grease and not roast it for no stomach can bear roast pork -- i think we had better send the leg -- do not you think so my dear,1,1,1.0
polon and then sir does he this he does what was i about to say i was about say somthing where did i leaue reynol at closes in the consequence at friend or so and gentleman,0,0,6.0588377e-07
and why the infernal blazes roared the other should i want to go by the train,0,0,1.06319185e-05
never had marianne been so unwilling to dance in her life as she was that evening and never so much fatigued by the exercise she complained of it as they returned to berkeley street,1,1,1.0
and is mrs smith your only friend is allenham the only house in the neighbourhood to which you will be welcome for shame willoughby can you wait for an invitation here,1,1,1.0
will you won't you will you won't you will you join the dance will you won't you will you won't you won't you join the dance ',0,0,9.7584454e-08
not the types set up by the printer return their impression the meaning the main concern any more than a man's substance and life or a woman's substance and life return in the body and the soul indifferently before death and after death,0,0,2.3455451e-08
madeleine durand was physically a sleepy young woman and might easily have been supposed to be morally a lazy one it is however certain that the work of her house was done somehow and it is even more rapidly ascertainable that nobody else did it the logician is therefore driven back upon the assumption that she did it and that lends a sort of mysterious interest to her personality at the beginning she had very broad low and level brows which seemed even lower because her warm yellow hair clustered down to her eyebrows and she had a face just plump enough not to look as powerful as it was anything that was heavy in all this was abruptly lightened by two large light china-blue eyes lightened all of a sudden as if it had been lifted into the air by two big blue butterflies the rest of her was less than middle-sized and was of a casual and comfortable sort and she had this difference from such girls as the girl in the motor-car that one did not incline to take in her figure at all but only her broad and leonine and innocent head,0,0,5.5489163e-10
as she said this she looked down at her hands and was surprised to see that she had put on one of the rabbit's little white kid gloves while she was talking 'how can i have done that ' she thought 'i must be growing small again ' she got up and went to the table to measure herself by it and found that as nearly as she could guess she was now about two feet high and was going on shrinking rapidly she soon found out that the cause of this was the fan she was holding and she dropped it hastily just in time to avoid shrinking away altogether,0,0,0.00010729113
elinor could not deny the truth of this and she tried to find in it a motive sufficient for their silence but there was one method so direct so simple and in her opinion so eligible of knowing the real state of the affair and of instantly removing all mystery that she could not help suggesting it to her mother,1,1,1.0
my influence repeated the magistrate with a slight start i don't quite understand you,0,0,4.972267e-07
you are very obliging but as to all that i am very indifferent it would be no object to me to be with the rich my mortifications i think would only be the greater i should suffer more from comparison a gentleman's family is all that i should condition for,1,1,0.99999154
